UPT6DX9IQY9JAZ7HJKA7,0.8891265430293103,0.8003850820721966,5.0,1.8253398760651023
UTBUJIWZMKP64E3N73YC,0.8840494192907778,0.7921940582072516,8.831760866327848,1.5684792364071363
ULHWPWKKLTE921LQLH1P,0.886000634316524,0.7953331587158784,11.357816691600547,1.4235647059078567
V0MZOWJ6MU3RMRCV9EXR,0.9026642888266977,0.8225962935823382,5.196152422706632,1.3493662668638091
VDOF02M8ZHEAADFMS6NP,0.8960348834899382,0.8116514463088758,8.602325267042627,1.9904301770242412
VG4C826RAAKVMV9BQLVD,0.8243864110745903,0.7012392667459172,14.0,2.909263686481846
VIXBEFTNVHZWKAKURJBN,0.9177912941792754,0.8480723627918347,4.0,1.398418051637682
VQ2L3WM8KEVF6L44E6G9,0.8740360017616687,0.7762557267631772,6.4031242374328485,1.6197783124769747
WBG9WYZ1B25WDT5WAT8T,0.9145050929165695,0.8424775528184778,5.0990195135927845,1.8910044756848965
WMDG2EFA6L2SNDZXIRU0,0.9271282058121391,0.8641556342842937,3.3166247903554,1.0796312493955582
WNPKE0W404QE9AELX1LR,0.847868912342957,0.7359135791285443,7.14142842854285,2.431756932797522
WSJB9P4JCXUVHBOYFVWL,0.8753586094814094,0.778344650002404,7.280109889280518,3.0827263462746806
WW8F5CO4S4K5IM5Z7EXX,0.902649681011248,0.8225720313664941,15.066519173319364,3.5541072036736048
X18LU5AOBNNDMLTA0JZL,0.8956673939102678,0.8110485817146023,9.433981132056603,1.198468886565463
XYDLYJ5CS19FDBVLJIPI,0.9221040960759324,0.8554667410081279,4.358898943540674,1.2417248081723375
Y7ZU0B2APPF54WG6PDMF,0.9127556145719069,0.8395128333659018,5.0,1.9815428432969513
YDKD1HVHSME6NVMA8I39,0.7391577856719953,0.5862413054324539,16.881943016134134,4.464185495708894
Z9GMG63CJLL0VW893BB1,0.886922855405881,0.7968206513927617,4.69041575982343,1.8867794105655948
ZIJLJAVQV3FJ6JSQOH1E,0.8379642729141908,0.7211174780449005,19.87460691435179,3.466767419223003
ZQPMJ4XEC5A4BISD45P1,0.8721834937206909,0.7733381173840442,12.884098726725126,2.410705268432085
average metric of decoder 1 is [0.88041777 0.78873683 8.72094129 2.13870203] 
